Linea;Línea Unificada;Canal de distribución;Anio;Mes;Fac Impo Bruto;Costo Total Com;Fac Kilos;Comercial Kilos;Anul Fact Kilos;Dev Irrecup Kilos;Dev Reparto Kilos
YERBA MATE BCP;Yerba Mate;No Tradicionales / Especiales;2021;Octubre;6075266;4395894;17330;22213;0;0;10
YERBA MATE BCP;Yerba Mate;No Tradicionales / Especiales;2021;Noviembre;5763720;4490334;16163;22155;0;0;125
YERBA MATE BCP;Yerba Mate;No Tradicionales / Especiales;2021;Diciembre;4546843;1974000;12683;1080;0;0;45
YERBA MATE BCP;Yerba Mate;No Tradicionales / Especiales;2022;Enero;1790149;2318803;4868;11793;0;0;110
YERBA MATE BCP;Yerba Mate;No Tradicionales / Especiales;2022;Febrero;5265284;2877250;13675;13705;0;0;70
YERBA MATE BCP;Yerba Mate;No Tradicionales / Especiales;2022;Marzo;4782265;2880931;12280;9228;0;0;35
YERBA MATE BCP;Yerba Mate;No Tradicionales / Especiales;2022;Abril;7295216;4931642;17753;21838;0;0;55
YERBA MATE BCP;Yerba Mate;No Tradicionales / Especiales;2022;Mayo;12162540;4092794;28510;16775;0;0;555
YERBA MATE BCP;Yerba Mate;No Tradicionales / Especiales;2022;Junio;5502180;4706874;11880;18990;0;0;70
YERBA MATE BCP;Yerba Mate;No Tradicionales / Especiales;2022;Julio;3485056;-12861;7460;-50;0;0;50
YERBA MATE BCP;Yerba Mate;Fleteros;2017;Enero;1056;596;26;27;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2017;Febrero;414;235;10;10;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2017;Marzo;0;0;0;2;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2017;Abril;2526;1307;61;58;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2017;Mayo;448;229;10;10;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2017;Junio;1925;1038;46;46;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2017;Julio;10925;5659;250;245;0;0;5
YERBA MATE BCP;Yerba Mate;Fleteros;2017;Agosto;683;360;15;15;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2017;Septiembre;1410;751;30;30;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2017;Octubre;763;387;15;15;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2017;Noviembre;960;490;20;20;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2017;Diciembre;807;381;16;16;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2018;Enero;3996;2091;71;71;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2018;Marzo;3096;1569;54;54;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2018;Abril;2323;1203;40;40;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2018;Junio;2244;1743;50;50;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2018;Julio;9290;4898;142;142;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2018;Agosto;10175;3493;145;100;0;35;10
YERBA MATE BCP;Yerba Mate;Fleteros;2018;Septiembre;1547;103;22;2;0;0;20
YERBA MATE BCP;Yerba Mate;Fleteros;2018;Octubre;13041;6327;154;154;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2018;Noviembre;3558;1476;46;36;0;0;10
YERBA MATE BCP;Yerba Mate;Fleteros;2019;Febrero;14540;6883;166;156;0;0;10
YERBA MATE BCP;Yerba Mate;Fleteros;2019;Marzo;0;-207;0;-5;0;0;5
YERBA MATE BCP;Yerba Mate;Fleteros;2019;Abril;8605;4269;90;90;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2019;Mayo;9966;4841;90;90;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2019;Junio;2190;1106;20;20;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2019;Julio;1635;866;15;15;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2019;Agosto;8635;4690;70;75;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2019;Septiembre;10461;4699;80;70;0;0;5
YERBA MATE BCP;Yerba Mate;Fleteros;2019;Octubre;9043;4231;62;62;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2019;Noviembre;8399;3158;52;42;0;0;10
YERBA MATE BCP;Yerba Mate;Fleteros;2019;Diciembre;7686;3420;49;44;0;0;5
YERBA MATE BCP;Yerba Mate;Fleteros;2020;Enero;3231;1708;20;20;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2020;Marzo;15162;6571;96;71;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2020;Abril;0;2310;0;25;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2020;Mayo;4822;3173;31;31;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2020;Junio;35858;25618;227;227;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2020;Julio;10323;7970;61;61;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2020;Agosto;4141;3407;25;25;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2020;Septiembre;129007;104617;750;750;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2020;Octubre;8191;6290;45;45;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2020;Noviembre;28247;19225;157;137;0;0;20
YERBA MATE BCP;Yerba Mate;Fleteros;2020;Diciembre;28856;18384;130;130;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2021;Enero;28088;20961;145;145;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2021;Febrero;21293;12173;83;83;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2021;Marzo;24451;2444;96;13;0;0;83
YERBA MATE BCP;Yerba Mate;Fleteros;2021;Abril;139677;88906;523;523;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2021;Mayo;8588;6610;40;40;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2021;Junio;6250;4672;26;26;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2021;Julio;12678;7683;41;41;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2021;Agosto;28101;16962;86;86;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2021;Septiembre;9892;5258;31;26;0;0;5
YERBA MATE BCP;Yerba Mate;Fleteros;2021;Octubre;10191;6030;30;30;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2021;Noviembre;42217;24352;120;120;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2021;Diciembre;25279;16131;80;80;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2022;Enero;19892;10157;55;50;0;0;5
YERBA MATE BCP;Yerba Mate;Fleteros;2022;Febrero;49694;23624;132;117;0;0;15
YERBA MATE BCP;Yerba Mate;Fleteros;2022;Marzo;42878;23608;111;111;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2022;Abril;36743;17113;86;76;0;0;10
YERBA MATE BCP;Yerba Mate;Fleteros;2022;Mayo;73181;40925;170;170;0;0;0
YERBA MATE BCP;Yerba Mate;Fleteros;2022;Junio;26034;14401;56;56;0;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2017;Enero;4619;3603;103;160;0;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2017;Febrero;2062;39238;46;1573;0;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2017;Marzo;5895;213893;131;7409;0;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2017;Abril;3591;96167;78;3674;0;0;1
YERBA MATE BCP;Yerba Mate;Contaduria;2017;Mayo;4256;15853;91;128;0;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2017;Junio;3592;48214;77;1639;0;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2017;Julio;29194;58022;577;2077;0;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2017;Agosto;3660;201757;74;6571;0;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2017;Septiembre;8495;112990;179;3990;0;0;10
YERBA MATE BCP;Yerba Mate;Contaduria;2017;Octubre;7751;138042;162;4281;0;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2017;Noviembre;7668;251070;155;7946;0;0;2
YERBA MATE BCP;Yerba Mate;Contaduria;2017;Diciembre;25633;79198;484;2453;0;0;12
YERBA MATE BCP;Yerba Mate;Contaduria;2018;Enero;4994;81324;94;2201;0;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2018;Febrero;98376;399223;2177;10605;0;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2018;Marzo;142730;23014;2534;792;0;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2018;Abril;26026;3525;263;107;0;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2018;Mayo;15112;3688;234;813;0;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2018;Junio;55573;4818;927;134;0;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2018;Julio;12516;4389;184;119;0;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2018;Agosto;22769;5422;224;134;0;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2018;Septiembre;22133;4617;265;120;0;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2018;Octubre;21897;6253;330;162;0;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2018;Noviembre;26921;6767;312;155;0;0;5
YERBA MATE BCP;Yerba Mate;Contaduria;2018;Diciembre;15412;5410;185;122;0;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2019;Enero;7860;3671;93;77;0;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2019;Febrero;97802;28898;1208;689;0;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2019;Marzo;80067;26596;1104;617;0;0;2
YERBA MATE BCP;Yerba Mate;Contaduria;2019;Abril;22269;5800;239;121;0;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2019;Mayo;45953;1436;418;82;150;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2019;Junio;66516;8765;707;147;0;0;1
YERBA MATE BCP;Yerba Mate;Contaduria;2019;Julio;121607;24743;1305;424;0;0;2
YERBA MATE BCP;Yerba Mate;Contaduria;2019;Agosto;94606;19013;1003;290;0;0;5
YERBA MATE BCP;Yerba Mate;Contaduria;2019;Septiembre;161975;49097;1629;750;0;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2019;Octubre;124556;69149;1044;989;0;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2019;Noviembre;117336;31803;1207;419;0;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2019;Diciembre;193171;67022;1324;858;0;0;30
YERBA MATE BCP;Yerba Mate;Contaduria;2020;Enero;93869;19489;745;250;0;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2020;Febrero;68503;6751;557;73;0;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2020;Marzo;32193;21616;259;233;0;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2020;Abril;89501;17933;715;181;0;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2020;Mayo;45772;25526;348;243;0;0;5
YERBA MATE BCP;Yerba Mate;Contaduria;2020;Junio;31137;26583;244;237;0;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2020;Julio;97850;24998;611;192;0;0;5
YERBA MATE BCP;Yerba Mate;Contaduria;2020;Agosto;76117;19853;520;144;0;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2020;Septiembre;97139;23638;610;170;0;0;5
YERBA MATE BCP;Yerba Mate;Contaduria;2020;Octubre;104293;35682;648;257;0;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2020;Noviembre;110065;38558;685;276;0;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2020;Diciembre;33698;22979;180;165;0;0;5
YERBA MATE BCP;Yerba Mate;Contaduria;2021;Enero;101410;24878;531;173;0;0;3
YERBA MATE BCP;Yerba Mate;Contaduria;2021;Febrero;20060925;31695;81738;216;0;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2021;Marzo;5632873;33306;27145;223;0;0;10
YERBA MATE BCP;Yerba Mate;Contaduria;2021;Abril;1638082;27995;7866;171;0;0;10
YERBA MATE BCP;Yerba Mate;Contaduria;2021;Mayo;983405;49092;4578;295;0;0;3
YERBA MATE BCP;Yerba Mate;Contaduria;2021;Junio;3616524;62353;16939;347;0;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2021;Julio;759157;63617;3582;339;0;0;10
YERBA MATE BCP;Yerba Mate;Contaduria;2021;Agosto;1619695;91110;6992;460;0;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2021;Septiembre;4710318;61224;19698;307;0;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2021;Octubre;12276799;47129;51241;234;0;0;15
YERBA MATE BCP;Yerba Mate;Contaduria;2021;Noviembre;11668299;86733;48721;434;0;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2021;Diciembre;8613639;50793;36000;250;0;10;0
YERBA MATE BCP;Yerba Mate;Contaduria;2022;Enero;1090671;55788;4552;272;0;0;10
YERBA MATE BCP;Yerba Mate;Contaduria;2022;Febrero;9677767;54050;34801;264;0;0;5
YERBA MATE BCP;Yerba Mate;Contaduria;2022;Marzo;5748766;71465;16697;335;0;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2022;Abril;9727098;83243;28220;372;0;10;0
YERBA MATE BCP;Yerba Mate;Contaduria;2022;Mayo;6940965;149539;18857;625;0;0;0
YERBA MATE BCP;Yerba Mate;Contaduria;2022;Junio;13564163;145887;38761;583;0;10;0
YERBA MATE BCP;Yerba Mate;Contaduria;2022;Julio;10367540;37073;27718;140;0;0;0
TE A GRANEL (Y);Té;No Tradicionales / Especiales;2017;Enero;0;0;0;1120;0;0;0
TE A GRANEL (Y);Té;No Tradicionales / Especiales;2017;Febrero;64739;0;1120;0;0;0;0
TE A GRANEL (Y);Té;No Tradicionales / Especiales;2017;Marzo;1794;848;40;40;0;0;0
TE A GRANEL (Y);Té;No Tradicionales / Especiales;2017;Junio;1794;848;40;40;0;0;0
TE A GRANEL (Y);Té;No Tradicionales / Especiales;2017;Julio;69271;23499;1120;1120;0;0;0
TE A GRANEL (Y);Té;No Tradicionales / Especiales;2017;Diciembre;80791;37002;1120;1120;0;0;0
TE A GRANEL (Y);Té;No Tradicionales / Especiales;2018;Enero;80791;37002;1120;1120;0;0;0
TE A GRANEL (Y);Té;No Tradicionales / Especiales;2018;Abril;0;40970;0;1120;0;0;0
TE A GRANEL (Y);Té;No Tradicionales / Especiales;2018;Mayo;80791;0;1120;0;0;0;0
TE A GRANEL (Y);Té;No Tradicionales / Especiales;2018;Octubre;0;0;0;1120;0;0;0
TE A GRANEL (Y);Té;No Tradicionales / Especiales;2018;Noviembre;127728;0;1120;0;0;0;0
TE A GRANEL (Y);Té;No Tradicionales / Especiales;2019;Enero;0;0;0;1120;0;0;0
TE A GRANEL (Y);Té;No Tradicionales / Especiales;2019;Febrero;127728;0;1120;0;0;0;0
TE A GRANEL (Y);Té;No Tradicionales / Especiales;2019;Agosto;0;0;0;1120;0;0;0
TE A GRANEL (Y);Té;No Tradicionales / Especiales;2019;Septiembre;164003;0;1120;0;0;0;0
TE A GRANEL (Y);Té;No Tradicionales / Especiales;2019;Octubre;0;69628;0;1120;0;0;0
TE A GRANEL (Y);Té;No Tradicionales / Especiales;2019;Noviembre;178763;0;1120;0;0;0;0
TE A GRANEL (Y);Té;No Tradicionales / Especiales;2020;Junio;106194;34814;560;560;0;0;0
TE A GRANEL (Y);Té;No Tradicionales / Especiales;2020;Septiembre;110973;34814;560;560;0;0;0
TE A GRANEL (Y);Té;No Tradicionales / Especiales;2021;Enero;221946;69628;1120;1120;0;0;0
TE A GRANEL (Y);Té;No Tradicionales / Especiales;2021;Septiembre;0;69628;0;1120;0;0;0
TE A GRANEL (Y);Té;No Tradicionales / Especiales;2021;Octubre;346618;0;1120;0;0;0;0
TE A GRANEL (Y);Té;No Tradicionales / Especiales;2022;Junio;448883;198804;1120;1120;0;0;0
ARROZ;Arroz;Cadenas de Supermercados;2017;Enero;13608074;6111435;1055820;771103;19500;873;27785
ARROZ;Arroz;Cadenas de Supermercados;2017;Febrero;9710570;8197185;757190;1003616;49725;964;4660
ARROZ;Arroz;Cadenas de Supermercados;2017;Marzo;18322444;9725804;1437300;1114037;0;909;27025
ARROZ;Arroz;Cadenas de Supermercados;2017;Abril;16892860;13442669;1317370;1567944;0;822;3110
ARROZ;Arroz;Cadenas de Supermercados;2017;Mayo;12225269;5494158;944620;613625;0;755;3025
ARROZ;Arroz;Cadenas de Supermercados;2017;Junio;10672553;8100018;784510;901331;0;5315;9010
ARROZ;Arroz;Cadenas de Supermercados;2017;Julio;11411906;8916261;834355;1035901;19015;3618;3795
ARROZ;Arroz;Cadenas de Supermercados;2017;Agosto;11796307;6533551;837315;765032;140;804;18360
ARROZ;Arroz;Cadenas de Supermercados;2017;Septiembre;10391695;6321777;726470;783078;10;217;2030
ARROZ;Arroz;Cadenas de Supermercados;2017;Octubre;16929628;7626398;1170720;952087;0;359;23470
ARROZ;Arroz;Cadenas de Supermercados;2017;Noviembre;9131271;6784009;593950;873334;0;262;43940
ARROZ;Arroz;Cadenas de Supermercados;2017;Diciembre;14407772;3797482;983345;470534;0;642;24245
ARROZ;Arroz;Cadenas de Supermercados;2018;Enero;9524657;7096650;630200;892968;0;657;31250
ARROZ;Arroz;Cadenas de Supermercados;2018;Febrero;10298685;7543192;655825;880638;0;108;49670
ARROZ;Arroz;Cadenas de Supermercados;2018;Marzo;22343519;9687922;1399760;1193538;2665;492;7410
ARROZ;Arroz;Cadenas de Supermercados;2018;Abril;13599492;5981289;827015;743543;0;247;9240
ARROZ;Arroz;Cadenas de Supermercados;2018;Mayo;22035699;15352160;1375800;1445314;0;462;15235
ARROZ;Arroz;Cadenas de Supermercados;2018;Junio;16671745;15550076;955290;1310645;0;1105;44070
ARROZ;Arroz;Cadenas de Supermercados;2018;Julio;28420999;15817288;1552825;1134667;0;234;41185
ARROZ;Arroz;Cadenas de Supermercados;2018;Agosto;22214353;11240567;1189370;932232;0;693;56480
ARROZ;Arroz;Cadenas de Supermercados;2018;Septiembre;14926977;14952863;741915;1293548;0;1048;1800
ARROZ;Arroz;Cadenas de Supermercados;2018;Octubre;37067627;13538520;1474620;972466;21450;580;33470
ARROZ;Arroz;Cadenas de Supermercados;2018;Noviembre;33666393;11920886;1253780;932281;0;439;7910
ARROZ;Arroz;Cadenas de Supermercados;2018;Diciembre;13758768;9749854;499135;807875;0;230;245
ARROZ;Arroz;Cadenas de Supermercados;2019;Enero;22886557;12140057;843750;1010921;0;719;915
ARROZ;Arroz;Cadenas de Supermercados;2019;Febrero;31659326;20688015;1114320;1605084;0;786;2210
ARROZ;Arroz;Cadenas de Supermercados;2019;Marzo;31531069;19182109;1070915;754908;0;642;15920
ARROZ;Arroz;Cadenas de Supermercados;2019;Abril;43748394;20544047;1386515;1377278;0;2751;43225
ARROZ;Arroz;Cadenas de Supermercados;2019;Mayo;55823495;21014822;1738315;1448356;0;1010;21035
ARROZ;Arroz;Cadenas de Supermercados;2019;Junio;37675876;17928627;1179100;1213464;0;726;16775
ARROZ;Arroz;Cadenas de Supermercados;2019;Julio;41965172;19966483;1353805;1399011;0;1925;69980
ARROZ;Arroz;Cadenas de Supermercados;2019;Agosto;43378951;10107220;1323945;677377;0;703;53395
ARROZ;Arroz;Cadenas de Supermercados;2019;Septiembre;55302760;31641667;1461730;2134530;28000;786;5460
ARROZ;Arroz;Cadenas de Supermercados;2019;Octubre;51674897;25704665;1375620;1498758;0;1002;4020
ARROZ;Arroz;Cadenas de Supermercados;2019;Noviembre;64234755;12570233;1414515;814322;0;219;73835
ARROZ;Arroz;Cadenas de Supermercados;2019;Diciembre;39270715;18686991;877655;1243020;0;270;27140
ARROZ;Arroz;Cadenas de Supermercados;2020;Enero;40201942;-214201;783455;-36876;0;36;12450
ARROZ;Arroz;Cadenas de Supermercados;2020;Febrero;0;-129986;0;-7445;0;0;7445
ARROZ;Arroz;Distribuidores;2017;Enero;7836454;5437045;773800;715783;0;1697;6550
ARROZ;Arroz;Distribuidores;2017;Febrero;6912183;6557695;656580;767586;0;4389;12420
ARROZ;Arroz;Distribuidores;2017;Marzo;11696267;10088793;1145575;1051522;0;2344;6325
ARROZ;Arroz;Distribuidores;2017;Abril;9530097;13704008;919595;1536417;0;1949;6695
ARROZ;Arroz;Distribuidores;2017;Mayo;15693254;8914615;1502400;863400;0;1953;28393
ARROZ;Arroz;Distribuidores;2017;Junio;10469306;8630491;991200;779024;0;1737;33515
ARROZ;Arroz;Distribuidores;2017;Julio;8017061;11317761;709028;1195633;0;1976;5411
ARROZ;Arroz;Distribuidores;2017;Agosto;10724851;5081349;961172;594813;28000;1299;2558
ARROZ;Arroz;Distribuidores;2017;Septiembre;8033417;6360079;695345;834071;0;1752;13158
ARROZ;Arroz;Distribuidores;2017;Octubre;9935553;7656600;853985;932033;0;2113;5570
ARROZ;Arroz;Distribuidores;2017;Noviembre;10154490;4345887;847640;543907;0;623;36795
ARROZ;Arroz;Distribuidores;2017;Diciembre;8047567;5220353;638665;650296;0;1019;9010
ARROZ;Arroz;Distribuidores;2018;Enero;9268591;8289090;744390;1053101;0;1128;3246
ARROZ;Arroz;Distribuidores;2018;Febrero;9539019;4756845;744685;593988;0;462;12865
ARROZ;Arroz;Distribuidores;2018;Marzo;12112503;7565500;904815;973401;0;1339;12100
ARROZ;Arroz;Distribuidores;2018;Abril;12702492;7080468;972485;989750;8775;2415;10425
ARROZ;Arroz;Distribuidores;2018;Mayo;14013050;10950111;1042190;1178123;0;3252;6340
ARROZ;Arroz;Distribuidores;2018;Junio;17120304;12264021;1251090;1303977;250;1518;4235
ARROZ;Arroz;Distribuidores;2018;Julio;15395078;5593469;1017745;549129;0;891;5980
ARROZ;Arroz;Distribuidores;2018;Agosto;13593326;12450526;838725;1076031;0;1039;2185
ARROZ;Arroz;Distribuidores;2018;Septiembre;16700334;8339507;916485;735584;0;1022;29585
ARROZ;Arroz;Distribuidores;2018;Octubre;16558771;8087218;755805;657800;0;890;4275
ARROZ;Arroz;Distribuidores;2018;Noviembre;14839971;7162931;657880;617813;0;1889;1228
ARROZ;Arroz;Distribuidores;2018;Diciembre;14816340;8978532;666730;785745;0;1321;5075
ARROZ;Arroz;Distribuidores;2019;Enero;20351783;11631900;928675;1009276;0;1444;4215
ARROZ;Arroz;Distribuidores;2019;Febrero;21171849;17859468;961120;1533732;0;618;1740
ARROZ;Arroz;Distribuidores;2019;Marzo;29436311;16494618;1318930;1235875;0;945;13710
ARROZ;Arroz;Distribuidores;2019;Abril;25079831;11110301;1026680;950843;0;1088;7330
ARROZ;Arroz;Distribuidores;2019;Mayo;35272830;13860951;1429300;994724;0;586;5030
ARROZ;Arroz;Distribuidores;2019;Junio;22321396;11173867;849918;826595;22000;1056;1490
ARROZ;Arroz;Distribuidores;2019;Julio;22259450;15558577;827585;1197177;0;889;4030
ARROZ;Arroz;Distribuidores;2019;Agosto;26942134;9800727;1020175;790722;0;758;3717
ARROZ;Arroz;Distribuidores;2019;Septiembre;29999919;11270913;984250;676233;0;732;8275
ARROZ;Arroz;Distribuidores;2019;Octubre;29296046;13100600;799985;712905;0;1907;3225
ARROZ;Arroz;Distribuidores;2019;Noviembre;20468283;14047830;484685;786747;6740;1379;1650
ARROZ;Arroz;Distribuidores;2019;Diciembre;50907819;15001454;1207885;864903;0;902;37160
ARROZ;Arroz;Distribuidores;2020;Enero;12737353;-102235;306805;-11714;200;181;4883
ARROZ;Arroz;Distribuidores;2020;Febrero;0;-44977;0;-1939;0;349;1590
ARROZ;Arroz;Distribuidores;2020;Marzo;0;-293;0;-21;0;16;5
ARROZ;Arroz;Supermercados;2017;Enero;1759832;1165244;143300;141010;0;213;3972
ARROZ;Arroz;Supermercados;2017;Febrero;1873849;1728234;152395;187534;0;150;2572
ARROZ;Arroz;Supermercados;2017;Marzo;2477000;1983244;200925;218164;0;220;286
ARROZ;Arroz;Supermercados;2017;Abril;2654651;1598720;218575;228966;0;258;2045
ARROZ;Arroz;Supermercados;2017;Mayo;2573935;1421475;207045;150225;0;386;2765
ARROZ;Arroz;Supermercados;2017;Junio;2285667;1493750;177720;153942;0;238;2310
ARROZ;Arroz;Supermercados;2017;Julio;1843861;1302869;146312;142413;0;503;1592
ARROZ;Arroz;Supermercados;2017;Agosto;1593865;1252712;119975;141023;0;370;197
ARROZ;Arroz;Supermercados;2017;Septiembre;2117997;1376071;146915;177048;0;142;841
ARROZ;Arroz;Supermercados;2017;Octubre;2334774;1220619;170015;132938;0;362;3025
ARROZ;Arroz;Supermercados;2017;Noviembre;2160743;1252427;149365;155695;0;175;4075
ARROZ;Arroz;Supermercados;2017;Diciembre;2019088;934210;135395;103162;0;564;2110
ARROZ;Arroz;Supermercados;2018;Enero;2062785;1406712;137560;166002;0;225;2984
ARROZ;Arroz;Supermercados;2018;Febrero;1846157;1068760;119185;113688;0;373;985
ARROZ;Arroz;Supermercados;2018;Marzo;3694576;1690975;233365;201333;0;268;1730
ARROZ;Arroz;Supermercados;2018;Abril;1844101;1500323;116335;208040;0;301;270
ARROZ;Arroz;Supermercados;2018;Mayo;3254181;2488939;209160;244881;0;428;4080
ARROZ;Arroz;Supermercados;2018;Junio;4145011;1920319;251325;169253;0;921;2857
ARROZ;Arroz;Supermercados;2018;Julio;3281424;1456439;188325;143583;0;378;685
ARROZ;Arroz;Supermercados;2018;Agosto;3243738;2329926;177145;191414;0;196;3225
ARROZ;Arroz;Supermercados;2018;Septiembre;3577405;1882133;161885;154441;0;445;910
ARROZ;Arroz;Supermercados;2018;Octubre;5640975;2075740;217555;165143;0;871;26701
ARROZ;Arroz;Supermercados;2018;Noviembre;4420501;2198898;165990;178218;0;487;495
ARROZ;Arroz;Supermercados;2018;Diciembre;2973043;1295979;116050;107989;0;46;490
ARROZ;Arroz;Supermercados;2019;Enero;4004889;2296950;153545;185236;0;220;3120
ARROZ;Arroz;Supermercados;2019;Febrero;3947075;2714267;154840;234552;0;424;1140
ARROZ;Arroz;Supermercados;2019;Marzo;6321058;2576673;227130;175943;0;142;1665
ARROZ;Arroz;Supermercados;2019;Abril;4380289;2272934;149340;197444;0;952;1045
ARROZ;Arroz;Supermercados;2019;Mayo;7048959;2346974;229080;167403;0;154;6220
ARROZ;Arroz;Supermercados;2019;Junio;5050053;1866447;164590;130858;0;187;1875
ARROZ;Arroz;Supermercados;2019;Julio;7018495;3302174;226495;252010;0;206;1865
ARROZ;Arroz;Supermercados;2019;Agosto;4643154;1333621;143795;102313;0;988;205
ARROZ;Arroz;Supermercados;2019;Septiembre;7362248;3362625;193170;206637;0;241;1028
ARROZ;Arroz;Supermercados;2019;Octubre;7839322;3439016;183280;194154;0;297;1635
ARROZ;Arroz;Supermercados;2019;Noviembre;5527323;2514671;135650;126636;0;180;6020
ARROZ;Arroz;Supermercados;2019;Diciembre;6326989;1802197;127015;96190;0;190;1195
ARROZ;Arroz;Supermercados;2020;Enero;3421740;-41415;68035;-4762;0;77;3195
ARROZ;Arroz;Supermercados;2020;Febrero;0;-2627;0;-110;0;110;0
ARROZ;Arroz;Grandes Mayoristas;2017;Enero;16434335;10453934;1557140;1273343;0;2712;19765
ARROZ;Arroz;Grandes Mayoristas;2017;Febrero;12177458;7420925;1127475;865386;0;719;134785
ARROZ;Arroz;Grandes Mayoristas;2017;Marzo;15121441;20305804;1419695;2144809;0;1722;39030
