Linea;Línea Unificada;Canal de distribución;Anio;Mes;Fac Impo Bruto;Costo Total Com;Fac Kilos;Comercial Kilos;Anul Fact Kilos;Dev Irrecup Kilos;Dev Reparto Kilos
TOSTADAS;Tostadas;Distribuidores;2022;Enero;1461696;736354;3078;3815;0;0;0
TOSTADAS;Tostadas;Distribuidores;2022;Febrero;2166827;1447360;4626;8108;0;2;46
TOSTADAS;Tostadas;Distribuidores;2022;Marzo;3831451;1603688;7853;10051;0;66;26
TOSTADAS;Tostadas;Distribuidores;2022;Abril;3152018;325002;6608;1620;0;7;27
TOSTADAS;Tostadas;Distribuidores;2022;Mayo;2546710;1816305;4921;9046;0;1;56
TOSTADAS;Tostadas;Distribuidores;2022;Junio;5791555;2605363;10754;9720;0;1;10
TOSTADAS;Tostadas;Distribuidores;2022;Julio;2395162;140494;3846;460;0;0;0
TOSTADAS;Tostadas;Supermercados;2019;Junio;103008;115759;426;2097;0;0;0
TOSTADAS;Tostadas;Supermercados;2019;Julio;811536;328574;3358;3246;0;0;86
TOSTADAS;Tostadas;Supermercados;2019;Agosto;501120;80978;2036;821;0;0;158
TOSTADAS;Tostadas;Supermercados;2019;Septiembre;481075;197384;1659;1673;0;0;46
TOSTADAS;Tostadas;Supermercados;2019;Octubre;386698;145178;1333;1492;0;6;0
TOSTADAS;Tostadas;Supermercados;2019;Noviembre;252230;123312;870;794;0;0;0
TOSTADAS;Tostadas;Supermercados;2019;Diciembre;228845;68417;789;286;0;5;0
TOSTADAS;Tostadas;Supermercados;2020;Enero;451008;236231;1555;2134;0;6;26
TOSTADAS;Tostadas;Supermercados;2020;Febrero;375840;173980;1296;1337;0;2;0
TOSTADAS;Tostadas;Supermercados;2020;Marzo;566266;247929;1953;1804;0;4;0
TOSTADAS;Tostadas;Supermercados;2020;Abril;532022;225719;1835;1489;0;15;0
TOSTADAS;Tostadas;Supermercados;2020;Mayo;288979;195815;996;1716;0;0;9
TOSTADAS;Tostadas;Supermercados;2020;Junio;684864;386922;2362;2715;0;3;3
TOSTADAS;Tostadas;Supermercados;2020;Julio;809409;328521;2773;2073;0;0;0
TOSTADAS;Tostadas;Supermercados;2020;Agosto;431398;314033;1434;2346;0;4;0
TOSTADAS;Tostadas;Supermercados;2020;Septiembre;410852;151776;1362;860;0;0;0
TOSTADAS;Tostadas;Supermercados;2020;Octubre;961033;389576;3020;2438;0;0;6
TOSTADAS;Tostadas;Supermercados;2020;Noviembre;627299;377187;1976;2272;0;0;9
TOSTADAS;Tostadas;Supermercados;2020;Diciembre;624082;492521;1973;2955;0;0;64
TOSTADAS;Tostadas;Supermercados;2021;Enero;910920;477211;2564;2428;0;0;0
TOSTADAS;Tostadas;Supermercados;2021;Febrero;1364685;969114;3749;5486;0;0;51
TOSTADAS;Tostadas;Supermercados;2021;Marzo;1766464;639271;4838;4000;0;4;26
TOSTADAS;Tostadas;Supermercados;2021;Abril;1377329;553032;3768;4010;0;0;5
TOSTADAS;Tostadas;Supermercados;2021;Mayo;1498803;644541;4100;4089;0;1;36
TOSTADAS;Tostadas;Supermercados;2021;Junio;1747049;760969;4615;5589;0;2;31
TOSTADAS;Tostadas;Supermercados;2021;Julio;2713059;1144172;6408;6773;0;8;10
TOSTADAS;Tostadas;Supermercados;2021;Agosto;2986877;742685;6542;4257;0;59;38
TOSTADAS;Tostadas;Supermercados;2021;Septiembre;1607773;711045;3392;3766;0;21;5
TOSTADAS;Tostadas;Supermercados;2021;Octubre;2064102;1053710;4408;5559;0;4;6
TOSTADAS;Tostadas;Supermercados;2021;Noviembre;2491476;1086035;5566;5312;0;2;165
TOSTADAS;Tostadas;Supermercados;2021;Diciembre;3330786;1175957;6859;6600;0;8;10
TOSTADAS;Tostadas;Supermercados;2022;Enero;2642520;1218637;5932;6410;0;7;41
TOSTADAS;Tostadas;Supermercados;2022;Febrero;2596045;1383700;5414;7234;0;0;16
TOSTADAS;Tostadas;Supermercados;2022;Marzo;4135480;2178263;8414;12672;0;11;5
TOSTADAS;Tostadas;Supermercados;2022;Abril;3808531;220290;7827;857;0;1;44
TOSTADAS;Tostadas;Supermercados;2022;Mayo;1985838;698272;3399;3268;0;5;0
TOSTADAS;Tostadas;Supermercados;2022;Junio;8073175;4511670;15100;17112;0;0;8
TOSTADAS;Tostadas;Supermercados;2022;Julio;1775309;6114;2848;20;0;1;0
TOSTADAS;Tostadas;Grandes Mayoristas;2019;Julio;183744;83508;760;760;0;0;0
TOSTADAS;Tostadas;Grandes Mayoristas;2019;Agosto;0;-316;0;-3;0;0;3
TOSTADAS;Tostadas;Grandes Mayoristas;2019;Septiembre;27562;10439;95;95;0;0;0
TOSTADAS;Tostadas;Grandes Mayoristas;2019;Octubre;28397;14841;98;135;0;0;0
TOSTADAS;Tostadas;Grandes Mayoristas;2019;Noviembre;10858;-26;37;0;0;0;0
TOSTADAS;Tostadas;Grandes Mayoristas;2019;Diciembre;9187;2135;32;19;0;12;0
TOSTADAS;Tostadas;Grandes Mayoristas;2020;Enero;7517;12613;26;115;0;12;0
TOSTADAS;Tostadas;Grandes Mayoristas;2020;Febrero;29232;-98;101;-1;0;1;0
TOSTADAS;Tostadas;Grandes Mayoristas;2020;Marzo;0;0;0;0;0;0;0
TOSTADAS;Tostadas;Grandes Mayoristas;2020;Abril;0;0;0;0;0;0;0
TOSTADAS;Tostadas;Grandes Mayoristas;2020;Mayo;46771;23807;161;161;0;1;0
TOSTADAS;Tostadas;Grandes Mayoristas;2020;Junio;3341;3465;12;23;0;0;0
TOSTADAS;Tostadas;Grandes Mayoristas;2020;Julio;3341;0;12;0;0;0;0
TOSTADAS;Tostadas;Grandes Mayoristas;2020;Agosto;0;25682;0;167;0;0;0
TOSTADAS;Tostadas;Grandes Mayoristas;2020;Septiembre;53854;15553;179;23;0;0;0
TOSTADAS;Tostadas;Grandes Mayoristas;2020;Octubre;137240;110700;455;697;0;0;0
TOSTADAS;Tostadas;Grandes Mayoristas;2020;Noviembre;76438;0;253;0;0;0;0
TOSTADAS;Tostadas;Grandes Mayoristas;2020;Diciembre;0;6302;0;37;0;0;0
TOSTADAS;Tostadas;Grandes Mayoristas;2021;Enero;11631;7767;37;43;0;0;63
TOSTADAS;Tostadas;Grandes Mayoristas;2021;Febrero;4473;0;14;-92;0;0;0
TOSTADAS;Tostadas;Grandes Mayoristas;2021;Marzo;0;0;0;0;0;0;0
TOSTADAS;Tostadas;Grandes Mayoristas;2021;Abril;44852;83838;123;521;0;0;0
TOSTADAS;Tostadas;Grandes Mayoristas;2021;Mayo;173801;12540;475;77;0;0;0
TOSTADAS;Tostadas;Grandes Mayoristas;2021;Junio;0;147816;0;895;0;0;0
TOSTADAS;Tostadas;Grandes Mayoristas;2021;Julio;561438;459498;1436;1886;0;0;0
TOSTADAS;Tostadas;Grandes Mayoristas;2021;Agosto;651798;67156;1641;399;0;0;0
TOSTADAS;Tostadas;Grandes Mayoristas;2021;Septiembre;200098;105590;369;501;0;0;0
TOSTADAS;Tostadas;Grandes Mayoristas;2021;Octubre;141686;132893;311;700;0;0;0
TOSTADAS;Tostadas;Grandes Mayoristas;2021;Noviembre;482718;126263;1079;687;0;0;5
TOSTADAS;Tostadas;Grandes Mayoristas;2021;Diciembre;250873;60660;564;337;0;0;0
TOSTADAS;Tostadas;Grandes Mayoristas;2022;Enero;254718;428384;516;2236;0;0;0
TOSTADAS;Tostadas;Grandes Mayoristas;2022;Febrero;1214131;385310;2632;1970;0;0;5
TOSTADAS;Tostadas;Grandes Mayoristas;2022;Marzo;633406;605925;1319;2633;0;0;5
TOSTADAS;Tostadas;Grandes Mayoristas;2022;Abril;925952;126057;1881;235;0;0;0
TOSTADAS;Tostadas;Grandes Mayoristas;2022;Mayo;467186;1591894;772;6962;0;0;0
TOSTADAS;Tostadas;Grandes Mayoristas;2022;Junio;3799206;532598;7408;2045;0;0;0
TOSTADAS;Tostadas;Grandes Mayoristas;2022;Julio;253094;64449;491;215;0;0;5
TOSTADAS;Tostadas;Mayoristas;2019;Junio;134328;82225;556;1054;0;0;58
TOSTADAS;Tostadas;Mayoristas;2019;Julio;263088;101222;1089;953;0;0;0
TOSTADAS;Tostadas;Mayoristas;2019;Agosto;182352;38907;714;357;0;0;0
TOSTADAS;Tostadas;Mayoristas;2019;Septiembre;125141;61050;435;567;0;0;0
TOSTADAS;Tostadas;Mayoristas;2019;Octubre;194602;57254;671;507;0;0;0
TOSTADAS;Tostadas;Mayoristas;2019;Noviembre;41760;46183;144;490;0;0;0
TOSTADAS;Tostadas;Mayoristas;2019;Diciembre;81850;27520;282;135;0;0;0
TOSTADAS;Tostadas;Mayoristas;2020;Enero;136973;37601;472;406;0;0;0
TOSTADAS;Tostadas;Mayoristas;2020;Febrero;98554;63905;340;436;0;2;0
TOSTADAS;Tostadas;Mayoristas;2020;Marzo;299837;127635;1034;907;0;0;0
TOSTADAS;Tostadas;Mayoristas;2020;Abril;81014;60864;279;504;0;0;0
TOSTADAS;Tostadas;Mayoristas;2020;Mayo;153677;37125;530;265;0;0;3
TOSTADAS;Tostadas;Mayoristas;2020;Junio;95213;97246;328;775;0;0;0
TOSTADAS;Tostadas;Mayoristas;2020;Julio;168710;38062;579;262;0;0;0
TOSTADAS;Tostadas;Mayoristas;2020;Agosto;79444;47085;265;527;0;0;20
TOSTADAS;Tostadas;Mayoristas;2020;Septiembre;159824;65133;530;266;0;0;0
TOSTADAS;Tostadas;Mayoristas;2020;Octubre;180087;99329;543;625;0;0;0
TOSTADAS;Tostadas;Mayoristas;2020;Noviembre;210244;59461;644;353;0;0;0
TOSTADAS;Tostadas;Mayoristas;2020;Diciembre;229252;140364;685;840;0;0;0
TOSTADAS;Tostadas;Mayoristas;2021;Enero;147261;113386;417;683;0;0;3
TOSTADAS;Tostadas;Mayoristas;2021;Febrero;272849;120422;746;705;0;0;0
TOSTADAS;Tostadas;Mayoristas;2021;Marzo;370029;193567;1012;1155;0;0;0
TOSTADAS;Tostadas;Mayoristas;2021;Abril;356947;115072;976;864;0;0;0
TOSTADAS;Tostadas;Mayoristas;2021;Mayo;364422;157173;997;997;0;0;0
TOSTADAS;Tostadas;Mayoristas;2021;Junio;336073;189651;829;1398;0;0;0
TOSTADAS;Tostadas;Mayoristas;2021;Julio;698437;164146;1731;989;0;0;0
TOSTADAS;Tostadas;Mayoristas;2021;Agosto;182398;108197;395;572;0;0;0
TOSTADAS;Tostadas;Mayoristas;2021;Septiembre;404543;218643;852;1202;0;0;41
TOSTADAS;Tostadas;Mayoristas;2021;Octubre;637714;115406;1274;497;0;0;0
TOSTADAS;Tostadas;Mayoristas;2021;Noviembre;196594;193461;456;982;0;0;0
TOSTADAS;Tostadas;Mayoristas;2021;Diciembre;685110;251116;1432;1301;0;0;0
TOSTADAS;Tostadas;Mayoristas;2022;Enero;394567;99074;861;542;0;0;0
TOSTADAS;Tostadas;Mayoristas;2022;Febrero;595092;519204;1163;2358;0;0;15
TOSTADAS;Tostadas;Mayoristas;2022;Marzo;951730;171321;1811;1344;0;0;0
TOSTADAS;Tostadas;Mayoristas;2022;Abril;361159;142895;765;303;0;0;0
TOSTADAS;Tostadas;Mayoristas;2022;Mayo;826476;360870;1300;1751;0;0;0
TOSTADAS;Tostadas;Mayoristas;2022;Junio;651204;507643;1230;1911;0;0;0
TOSTADAS;Tostadas;Mayoristas;2022;Julio;745778;7805;1279;26;0;0;0
TOSTADAS;Tostadas;Distribuidores Golosineros;2019;Junio;105792;52137;438;683;0;0;14
TOSTADAS;Tostadas;Distribuidores Golosineros;2019;Julio;129456;46815;536;409;0;0;20
TOSTADAS;Tostadas;Distribuidores Golosineros;2019;Agosto;37723;8224;153;60;0;0;0
TOSTADAS;Tostadas;Distribuidores Golosineros;2019;Septiembre;41760;22142;144;199;0;0;0
TOSTADAS;Tostadas;Distribuidores Golosineros;2019;Octubre;42595;14551;147;92;0;0;0
TOSTADAS;Tostadas;Distribuidores Golosineros;2019;Noviembre;60134;24040;207;204;0;0;0
TOSTADAS;Tostadas;Distribuidores Golosineros;2019;Diciembre;19210;15816;66;144;0;0;0
TOSTADAS;Tostadas;Distribuidores Golosineros;2020;Enero;70157;36161;242;297;0;0;0
TOSTADAS;Tostadas;Distribuidores Golosineros;2020;Febrero;20045;16914;69;-6;0;0;0
TOSTADAS;Tostadas;Distribuidores Golosineros;2020;Marzo;50112;8528;173;60;0;0;0
TOSTADAS;Tostadas;Distribuidores Golosineros;2020;Abril;6682;21520;23;147;0;0;3
TOSTADAS;Tostadas;Distribuidores Golosineros;2020;Mayo;37584;14935;130;72;0;0;0
TOSTADAS;Tostadas;Distribuidores Golosineros;2020;Junio;15034;9012;52;60;0;0;0
TOSTADAS;Tostadas;Distribuidores Golosineros;2020;Julio;27695;10634;95;69;0;0;6
TOSTADAS;Tostadas;Distribuidores Golosineros;2020;Agosto;16504;2257;55;86;0;0;12
TOSTADAS;Tostadas;Distribuidores Golosineros;2020;Septiembre;50379;23787;167;118;0;0;0
TOSTADAS;Tostadas;Distribuidores Golosineros;2020;Octubre;29924;17075;98;108;0;0;0
TOSTADAS;Tostadas;Distribuidores Golosineros;2020;Noviembre;46264;13028;142;77;0;0;0
TOSTADAS;Tostadas;Distribuidores Golosineros;2020;Diciembre;7157;16409;23;97;0;0;0
TOSTADAS;Tostadas;Distribuidores Golosineros;2021;Enero;29901;63126;82;415;0;0;0
TOSTADAS;Tostadas;Distribuidores Golosineros;2021;Febrero;188752;41013;516;206;0;0;0
TOSTADAS;Tostadas;Distribuidores Golosineros;2021;Marzo;117736;39430;322;389;0;0;0
TOSTADAS;Tostadas;Distribuidores Golosineros;2021;Abril;108392;37809;296;235;0;0;0
TOSTADAS;Tostadas;Distribuidores Golosineros;2021;Mayo;63540;30933;174;189;0;0;0
TOSTADAS;Tostadas;Distribuidores Golosineros;2021;Junio;48977;28390;133;203;0;0;0
TOSTADAS;Tostadas;Distribuidores Golosineros;2021;Julio;239861;115954;489;694;0;0;10
TOSTADAS;Tostadas;Distribuidores Golosineros;2021;Agosto;300704;163012;694;893;0;0;0
TOSTADAS;Tostadas;Distribuidores Golosineros;2021;Septiembre;409992;175884;813;878;0;0;3
TOSTADAS;Tostadas;Distribuidores Golosineros;2021;Octubre;322523;52464;673;269;0;0;0
TOSTADAS;Tostadas;Distribuidores Golosineros;2021;Noviembre;215855;152855;463;833;0;0;0
TOSTADAS;Tostadas;Distribuidores Golosineros;2021;Diciembre;379321;132196;825;670;0;0;0
TOSTADAS;Tostadas;Distribuidores Golosineros;2022;Enero;255686;79783;592;408;0;0;0
TOSTADAS;Tostadas;Distribuidores Golosineros;2022;Febrero;221405;145822;438;712;0;0;3
TOSTADAS;Tostadas;Distribuidores Golosineros;2022;Marzo;553354;245429;1121;1245;0;0;0
TOSTADAS;Tostadas;Distribuidores Golosineros;2022;Abril;257513;12108;524;72;0;0;26
TOSTADAS;Tostadas;Distribuidores Golosineros;2022;Mayo;232807;123405;380;773;0;0;31
TOSTADAS;Tostadas;Distribuidores Golosineros;2022;Junio;454710;162481;862;608;0;0;0
TOSTADAS;Tostadas;Distribuidores Golosineros;2022;Julio;101304;0;179;0;0;0;0
TOSTADAS;Tostadas;No Tradicionales / Especiales;2019;Junio;2784;3675;12;52;0;0;0
TOSTADAS;Tostadas;No Tradicionales / Especiales;2019;Julio;153816;65478;636;602;0;0;0
TOSTADAS;Tostadas;No Tradicionales / Especiales;2019;Agosto;13920;5377;55;49;0;0;0
TOSTADAS;Tostadas;No Tradicionales / Especiales;2019;Septiembre;12528;4745;43;43;0;0;0
TOSTADAS;Tostadas;No Tradicionales / Especiales;2019;Octubre;10022;3796;35;35;0;0;0
TOSTADAS;Tostadas;No Tradicionales / Especiales;2019;Noviembre;6682;2531;23;23;0;0;0
TOSTADAS;Tostadas;No Tradicionales / Especiales;2019;Diciembre;3341;1265;12;12;0;0;0
TOSTADAS;Tostadas;No Tradicionales / Especiales;2020;Enero;5846;2445;20;32;0;0;0
TOSTADAS;Tostadas;No Tradicionales / Especiales;2020;Febrero;14198;6687;49;37;0;0;0
TOSTADAS;Tostadas;No Tradicionales / Especiales;2020;Marzo;6682;1252;23;9;0;14;0
TOSTADAS;Tostadas;No Tradicionales / Especiales;2020;Abril;5846;2876;20;20;0;0;0
TOSTADAS;Tostadas;No Tradicionales / Especiales;2020;Mayo;20880;12375;72;89;0;0;0
TOSTADAS;Tostadas;No Tradicionales / Especiales;2020;Junio;211306;107805;729;737;0;0;0
TOSTADAS;Tostadas;No Tradicionales / Especiales;2020;Julio;74333;35424;256;230;0;0;0
TOSTADAS;Tostadas;No Tradicionales / Especiales;2020;Agosto;30401;15800;101;219;0;0;0
TOSTADAS;Tostadas;No Tradicionales / Especiales;2020;Septiembre;89467;26989;297;135;0;0;43
TOSTADAS;Tostadas;No Tradicionales / Especiales;2020;Octubre;51203;24739;156;156;0;0;0
TOSTADAS;Tostadas;No Tradicionales / Especiales;2020;Noviembre;52924;28153;159;167;0;0;0
TOSTADAS;Tostadas;No Tradicionales / Especiales;2020;Diciembre;41929;18068;116;107;0;0;0
TOSTADAS;Tostadas;No Tradicionales / Especiales;2021;Enero;16819;7575;46;46;0;0;0
TOSTADAS;Tostadas;No Tradicionales / Especiales;2021;Febrero;95093;2103;294;133;202;0;0
TOSTADAS;Tostadas;No Tradicionales / Especiales;2021;Marzo;22426;14338;61;41;0;0;0
TOSTADAS;Tostadas;No Tradicionales / Especiales;2021;Abril;1869;1644;5;-10;0;0;5
TOSTADAS;Tostadas;No Tradicionales / Especiales;2021;Mayo;9344;15885;26;87;0;0;0
TOSTADAS;Tostadas;No Tradicionales / Especiales;2021;Junio;60083;12529;141;75;0;0;5
TOSTADAS;Tostadas;No Tradicionales / Especiales;2021;Julio;61241;28343;145;186;0;0;0
TOSTADAS;Tostadas;No Tradicionales / Especiales;2021;Agosto;89676;27695;216;164;0;0;1
TOSTADAS;Tostadas;No Tradicionales / Especiales;2021;Septiembre;0;16158;1;93;0;0;0
TOSTADAS;Tostadas;No Tradicionales / Especiales;2021;Octubre;46446;6352;103;38;0;0;3
TOSTADAS;Tostadas;No Tradicionales / Especiales;2021;Noviembre;13068;4603;31;24;0;0;20
TOSTADAS;Tostadas;No Tradicionales / Especiales;2021;Diciembre;262220;108504;607;599;0;0;0
TOSTADAS;Tostadas;No Tradicionales / Especiales;2022;Enero;30492;2804;72;15;0;0;36
TOSTADAS;Tostadas;No Tradicionales / Especiales;2022;Febrero;68216;35586;148;189;0;0;0
TOSTADAS;Tostadas;No Tradicionales / Especiales;2022;Marzo;47633;37607;98;272;0;0;5
TOSTADAS;Tostadas;No Tradicionales / Especiales;2022;Abril;29152;13804;51;-107;0;0;0
TOSTADAS;Tostadas;No Tradicionales / Especiales;2022;Mayo;119364;35469;214;161;0;0;0
TOSTADAS;Tostadas;No Tradicionales / Especiales;2022;Junio;15919;22425;29;90;0;0;12
TOSTADAS;Tostadas;No Tradicionales / Especiales;2022;Julio;54994;0;97;0;0;0;0
TOSTADAS;Tostadas;Fleteros;2019;Septiembre;8259;3480;32;32;0;0;0
TOSTADAS;Tostadas;Fleteros;2020;Junio;751;427;3;3;0;0;0
TOSTADAS;Tostadas;Fleteros;2020;Julio;15617;8856;58;58;0;0;0
TOSTADAS;Tostadas;Fleteros;2020;Septiembre;4685;2745;17;17;0;0;0
TOSTADAS;Tostadas;Fleteros;2021;Febrero;4021;2498;14;14;0;0;0
TOSTADAS;Tostadas;Fleteros;2021;Marzo;804;500;3;3;0;0;0
TOSTADAS;Tostadas;Fleteros;2022;Febrero;2372;935;5;5;0;0;0
TOSTADAS;Tostadas;Fleteros;2022;Abril;2585;1125;5;5;0;0;0
TOSTADAS;Tostadas;Contaduria;2019;Junio;1535;450;6;6;0;0;0
TOSTADAS;Tostadas;Contaduria;2019;Julio;3820;1542;14;14;0;0;0
TOSTADAS;Tostadas;Contaduria;2019;Agosto;2719;1292;11;12;0;0;0
TOSTADAS;Tostadas;Contaduria;2019;Septiembre;3356;1476;14;13;0;0;0
TOSTADAS;Tostadas;Contaduria;2019;Octubre;1591;725;7;7;0;0;0
TOSTADAS;Tostadas;Contaduria;2019;Noviembre;839;461;3;4;0;0;0
TOSTADAS;Tostadas;Contaduria;2019;Diciembre;1852;738;8;7;0;0;0
TOSTADAS;Tostadas;Contaduria;2020;Enero;76462;989;317;9;0;0;0
TOSTADAS;Tostadas;Contaduria;2020;Febrero;289;115;1;1;0;0;0
TOSTADAS;Tostadas;Contaduria;2020;Marzo;2112;829;9;6;0;0;0
TOSTADAS;Tostadas;Contaduria;2020;Abril;839;705;3;5;0;0;1
TOSTADAS;Tostadas;Contaduria;2020;Mayo;463;284;2;2;0;0;0
TOSTADAS;Tostadas;Contaduria;2020;Junio;1620;1018;7;7;0;0;0
TOSTADAS;Tostadas;Contaduria;2020;Julio;1447;920;6;6;0;0;0
TOSTADAS;Tostadas;Contaduria;2020;Agosto;1070;696;4;4;0;0;0
TOSTADAS;Tostadas;Contaduria;2020;Septiembre;904;510;3;3;0;0;0
TOSTADAS;Tostadas;Contaduria;2020;Octubre;2644;1514;10;10;0;0;0
TOSTADAS;Tostadas;Contaduria;2020;Noviembre;5751;4025;21;24;0;0;0
TOSTADAS;Tostadas;Contaduria;2020;Diciembre;1775;642;7;4;0;0;0
TOSTADAS;Tostadas;Contaduria;2021;Enero;1509;929;6;6;0;0;0
TOSTADAS;Tostadas;Contaduria;2021;Febrero;1928;1236;7;7;0;0;0
TOSTADAS;Tostadas;Contaduria;2021;Marzo;1808;1155;7;7;0;0;0
TOSTADAS;Tostadas;Contaduria;2021;Abril;1172;708;4;4;0;0;0
TOSTADAS;Tostadas;Contaduria;2021;Mayo;1103;581;4;4;0;0;0
TOSTADAS;Tostadas;Contaduria;2021;Junio;9882;446;15;3;0;0;0
TOSTADAS;Tostadas;Contaduria;2021;Julio;838;446;3;3;0;0;0
TOSTADAS;Tostadas;Contaduria;2021;Agosto;2030;1100;7;7;0;0;0
TOSTADAS;Tostadas;Contaduria;2021;Septiembre;706;398;2;2;0;0;0
TOSTADAS;Tostadas;Contaduria;2021;Octubre;1644;693;3;3;0;0;0
TOSTADAS;Tostadas;Contaduria;2021;Noviembre;14550;1877;37;11;0;0;0
TOSTADAS;Tostadas;Contaduria;2021;Diciembre;2913;1685;9;9;0;0;0
TOSTADAS;Tostadas;Contaduria;2022;Enero;5703;2415;13;13;0;0;0
TOSTADAS;Tostadas;Contaduria;2022;Febrero;1717;828;4;5;0;0;0
TOSTADAS;Tostadas;Contaduria;2022;Marzo;6132;1578;14;8;0;0;0
TOSTADAS;Tostadas;Contaduria;2022;Abril;6662;3339;14;14;0;0;0
TOSTADAS;Tostadas;Contaduria;2022;Mayo;276743;1556;640;6;0;0;0
TOSTADAS;Tostadas;Contaduria;2022;Junio;4422;2571;9;9;0;0;0
TOSTADAS;Tostadas;Contaduria;2022;Julio;1661;1166;3;3;0;0;0
NAVIDAD;Producto de temporada;Cadenas de Supermercados;2019;Octubre;7364022;4137987;16724;22395;0;0;0
NAVIDAD;Producto de temporada;Cadenas de Supermercados;2019;Noviembre;1191370;942363;2297;1493;0;0;0
NAVIDAD;Producto de temporada;Cadenas de Supermercados;2019;Diciembre;2970982;345920;5514;1182;0;0;0
NAVIDAD;Producto de temporada;Cadenas de Supermercados;2020;Enero;0;0;0;0;0;0;0
NAVIDAD;Producto de temporada;Cadenas de Supermercados;2020;Febrero;0;0;0;-82;0;0;0
NAVIDAD;Producto de temporada;Cadenas de Supermercados;2020;Octubre;11319149;6837903;18780;30319;0;0;2
NAVIDAD;Producto de temporada;Cadenas de Supermercados;2020;Noviembre;9736795;855134;12374;2326;0;0;43
NAVIDAD;Producto de temporada;Cadenas de Supermercados;2020;Diciembre;403920;4146;587;-950;0;0;0
NAVIDAD;Producto de temporada;Cadenas de Supermercados;2021;Septiembre;0;1445943;0;4969;0;0;0
NAVIDAD;Producto de temporada;Cadenas de Supermercados;2021;Octubre;24667032;11086206;22348;32692;0;0;0
NAVIDAD;Producto de temporada;Cadenas de Supermercados;2021;Noviembre;14147052;51628;15141;-14;0;0;7
NAVIDAD;Producto de temporada;Cadenas de Supermercados;2021;Diciembre;364110;62796;300;135;0;0;0
NAVIDAD;Producto de temporada;Distribuidores;2019;Noviembre;30996;13356;84;84;0;0;0
NAVIDAD;Producto de temporada;Distribuidores;2020;Agosto;72912;32717;149;202;0;0;0
NAVIDAD;Producto de temporada;Distribuidores;2020;Septiembre;730578;409733;1329;1819;0;0;10
NAVIDAD;Producto de temporada;Distribuidores;2020;Octubre;1296330;644385;2442;3381;0;0;2
NAVIDAD;Producto de temporada;Distribuidores;2020;Noviembre;2288225;814927;4247;3864;0;0;26
NAVIDAD;Producto de temporada;Distribuidores;2020;Diciembre;389758;-13414;674;-528;0;0;65
NAVIDAD;Producto de temporada;Distribuidores;2021;Abril;0;-595;0;-3;0;3;0
NAVIDAD;Producto de temporada;Distribuidores;2021;Mayo;0;-55632;0;-214;0;214;0
NAVIDAD;Producto de temporada;Distribuidores;2021;Septiembre;1062072;1152971;1279;4264;0;0;0
NAVIDAD;Producto de temporada;Distribuidores;2021;Octubre;4917480;2190087;5872;7858;0;0;0
NAVIDAD;Producto de temporada;Distribuidores;2021;Noviembre;6789270;1164339;8033;3574;0;0;5
NAVIDAD;Producto de temporada;Distribuidores;2021;Diciembre;183384;6557;233;-273;0;0;0
NAVIDAD;Producto de temporada;Distribuidores;2022;Enero;0;0;0;-7;0;0;0
NAVIDAD;Producto de temporada;Distribuidores;2022;Febrero;0;0;0;0;0;0;0
NAVIDAD;Producto de temporada;Distribuidores;2022;Marzo;0;0;0;-2;0;0;0
NAVIDAD;Producto de temporada;Supermercados;2019;Noviembre;67306;30146;182;190;0;0;14
NAVIDAD;Producto de temporada;Supermercados;2019;Diciembre;13284;2290;36;14;0;0;0
NAVIDAD;Producto de temporada;Supermercados;2020;Enero;0;-239;0;-2;0;2;0
NAVIDAD;Producto de temporada;Supermercados;2020;Agosto;25872;24538;53;115;0;0;0
NAVIDAD;Producto de temporada;Supermercados;2020;Septiembre;303587;185182;565;825;0;0;0
NAVIDAD;Producto de temporada;Supermercados;2020;Octubre;565529;380472;1041;2178;0;0;0
NAVIDAD;Producto de temporada;Supermercados;2020;Noviembre;1346710;348033;2445;1947;0;0;11
NAVIDAD;Producto de temporada;Supermercados;2020;Diciembre;352068;5920;625;-324;0;1;0
NAVIDAD;Producto de temporada;Supermercados;2021;Enero;12900;-23;23;-3;0;0;0
NAVIDAD;Producto de temporada;Supermercados;2021;Septiembre;18648;256182;22;891;0;0;0
NAVIDAD;Producto de temporada;Supermercados;2021;Octubre;2264724;1690037;2604;5684;0;0;0
NAVIDAD;Producto de temporada;Supermercados;2021;Noviembre;4451592;541759;5102;1600;0;0;48
NAVIDAD;Producto de temporada;Supermercados;2021;Diciembre;165768;-1184;188;-271;0;4;0
NAVIDAD;Producto de temporada;Supermercados;2022;Enero;0;-4528;0;-16;0;16;0
NAVIDAD;Producto de temporada;Supermercados;2022;Febrero;0;-7295;0;-60;0;0;20
NAVIDAD;Producto de temporada;Supermercados;2022;Marzo;0;-34;0;0;0;0;0
NAVIDAD;Producto de temporada;Supermercados;2022;Mayo;0;-34;0;0;0;0;0
NAVIDAD;Producto de temporada;Grandes Mayoristas;2021;Septiembre;0;446010;0;1512;0;0;0
NAVIDAD;Producto de temporada;Grandes Mayoristas;2021;Octubre;1341720;1657445;1536;4555;0;0;0
